event_id,affected_chunks,invalidated_nodes,invalidated_edges,repair_anchors,rays_scheduled,rays_dispatched,rays_completed,ray_hits,stitches_accepted,cached_bounces_reused,avoided_rays,cpu_schedule_ms,cpu_raygen_ms,cpu_submit_ms,cpu_submit_provenance,gpu_traversal_ms,gpu_hit_process_ms,cpu_stitch_ms,cpu_continuation_ms,cpu_deposition_ms,gpu_total_ms,end_to_end_ms
1,1,256,512,128,1024,1024,1024,2,1,896,896,0.0062,0.0246,-1.0000,NOT_MEASURED,0.0157,0.0112,0.0019,0.0000,0.0000,0.0157,0.3527
