light_id,x,y,z,status,hits,bounce0_nodes,bounce1_nodes,contributions
30972,0.400,1.949,0.384,SCENE_VALID,1,1,0,0
30973,0.081,2.192,-0.239,SCENE_VALID,1,1,0,0
30974,-0.363,1.852,-0.003,SCENE_VALID,1,1,0,0
30975,-0.247,1.961,0.244,SCENE_VALID,1,1,0,0
30976,0.251,2.188,-0.386,SCENE_VALID,1,1,1,0
30977,0.361,1.845,0.372,SCENE_VALID,1,1,0,0
30978,-0.086,1.972,-0.207,SCENE_VALID,0,0,0,0
30979,-0.400,2.184,-0.041,SCENE_VALID,1,1,0,0
30980,-0.096,1.838,0.273,SCENE_VALID,1,1,1,0
30981,0.356,1.983,-0.394,SCENE_VALID,1,1,0,0
30982,0.259,2.179,0.356,SCENE_VALID,1,1,0,0
30983,-0.239,1.832,-0.173,SCENE_VALID,1,1,0,0
30984,-0.367,1.993,-0.079,SCENE_VALID,1,1,1,0
30985,0.071,2.175,0.300,SCENE_VALID,1,1,0,0
30986,0.400,1.826,-0.399,SCENE_VALID,1,1,1,0
30987,0.110,2.005,0.337,SCENE_VALID,1,1,0,0
30988,-0.349,2.169,-0.138,SCENE_VALID,0,0,0,0
30989,-0.270,1.821,-0.116,SCENE_VALID,1,1,0,0
30990,0.227,2.016,0.324,SCENE_VALID,1,1,1,0
30991,0.373,2.162,-0.400,SCENE_VALID,1,1,0,0
30992,-0.056,1.816,0.314,SCENE_VALID,1,1,0,0
30993,-0.398,2.027,-0.102,SCENE_VALID,1,1,0,0
30994,-0.125,2.156,-0.152,SCENE_VALID,0,0,0,0
30995,0.341,1.812,0.345,SCENE_VALID,1,1,1,0
30996,0.280,2.039,-0.397,SCENE_VALID,1,1,1,0
30997,-0.214,2.148,0.289,SCENE_VALID,1,1,0,0
30998,-0.378,1.809,-0.064,SCENE_VALID,1,1,0,0
30999,0.041,2.049,-0.187,SCENE_VALID,0,0,0,0
31000,0.397,2.141,0.362,SCENE_VALID,1,1,0,0
31001,0.139,1.806,-0.391,SCENE_VALID,1,1,0,0
31002,-0.333,2.060,0.262,SCENE_VALID,1,1,0,0
31003,-0.291,2.133,-0.026,SCENE_VALID,1,1,0,0
31004,0.201,1.803,-0.220,SCENE_VALID,1,1,1,0
31005,0.383,2.070,0.377,SCENE_VALID,1,1,1,0
31006,-0.026,2.124,-0.381,SCENE_VALID,1,1,1,0
31007,-0.395,1.802,0.231,SCENE_VALID,1,1,1,0
31008,-0.153,2.081,0.012,SCENE_VALID,1,1,1,0
31009,0.324,2.115,-0.251,SCENE_VALID,0,0,0,0
31010,0.301,1.800,0.388,SCENE_VALID,1,1,1,0
31011,-0.188,2.091,-0.368,SCENE_VALID,1,1,0,0
31012,-0.387,2.106,0.199,SCENE_VALID,1,1,0,0
31013,0.012,1.800,0.050,SCENE_VALID,1,1,0,0
31014,0.392,2.100,-0.280,SCENE_VALID,1,1,1,0
31015,0.167,2.096,0.396,SCENE_VALID,1,1,1,0
31016,-0.315,1.800,-0.351,SCENE_VALID,1,1,1,0
31017,-0.311,2.111,0.165,SCENE_VALID,0,0,0,0
31018,0.174,2.086,0.088,SCENE_VALID,0,0,0,0
31019,0.390,1.801,-0.306,SCENE_VALID,1,1,1,0
31020,0.003,2.119,0.399,SCENE_VALID,1,1,0,0
31021,-0.389,2.077,-0.332,SCENE_VALID,1,1,0,0
31022,-0.181,1.802,0.130,SCENE_VALID,1,1,0,0
31023,0.306,2.128,0.125,SCENE_VALID,1,1,0,0
31024,0.320,2.065,-0.329,SCENE_VALID,1,1,1,0
31025,-0.160,1.804,0.400,SCENE_VALID,1,1,0,0
31026,-0.393,2.137,-0.309,SCENE_VALID,1,1,1,0
31027,-0.018,2.055,0.093,SCENE_VALID,1,1,0,0
31028,0.385,1.807,0.161,SCENE_VALID,1,1,0,0
31029,0.195,2.144,-0.349,SCENE_VALID,1,1,0,0
31030,-0.297,2.043,0.396,SCENE_VALID,1,1,0,0
31031,-0.329,1.810,-0.283,SCENE_VALID,1,1,0,0
31032,0.146,2.152,0.055,SCENE_VALID,0,0,0,0
31033,0.396,2.033,0.195,SCENE_VALID,1,1,1,0
31034,0.034,1.814,-0.366,SCENE_VALID,1,1,0,0
31035,-0.380,2.159,0.389,SCENE_VALID,1,1,0,0
31036,-0.208,2.023,-0.255,SCENE_VALID,1,1,1,0
31037,0.286,1.818,0.017,SCENE_VALID,1,1,0,0
31038,0.337,2.165,0.227,SCENE_VALID,1,1,0,0
31039,-0.132,2.011,-0.380,SCENE_VALID,1,1,0,0
31040,-0.398,1.823,0.379,SCENE_VALID,1,1,1,0
31041,-0.049,2.172,-0.224,SCENE_VALID,0,0,0,0
31042,0.375,2.000,-0.021,SCENE_VALID,1,1,1,0
31043,0.221,1.829,0.258,SCENE_VALID,1,1,0,1
31044,-0.275,2.177,-0.390,SCENE_VALID,1,1,1,0
31045,-0.345,1.988,0.364,SCENE_VALID,1,1,0,0
31046,0.117,1.835,-0.191,SCENE_VALID,1,1,0,0
31047,0.399,2.182,-0.059,SCENE_VALID,1,1,1,0
31048,0.064,1.977,0.286,SCENE_VALID,1,1,0,0
31049,-0.370,1.841,-0.397,SCENE_VALID,1,1,0,0
31050,-0.233,2.186,0.347,SCENE_VALID,1,1,0,0
31051,0.264,1.967,-0.157,SCENE_VALID,1,1,0,0
31052,0.353,1.849,-0.097,SCENE_VALID,1,1,0,0
31053,-0.103,2.190,0.311,SCENE_VALID,1,1,0,0
31054,-0.400,1.955,-0.400,SCENE_VALID,1,1,1,0
31055,-0.079,1.856,0.326,SCENE_VALID,1,1,1,0
31056,0.364,2.193,-0.121,SCENE_VALID,1,1,0,0
31057,0.244,1.945,-0.134,SCENE_VALID,1,1,1,0
31058,-0.253,1.864,0.334,SCENE_VALID,1,1,0,0
31059,-0.360,2.196,-0.399,SCENE_VALID,1,1,0,0
31060,0.088,1.933,0.303,SCENE_VALID,1,1,1,0
31061,0.400,1.872,-0.084,SCENE_VALID,1,1,0,0
31062,0.094,2.198,-0.169,SCENE_VALID,0,0,0,0
31063,-0.357,1.923,0.353,SCENE_VALID,1,1,0,0
31064,-0.256,1.881,-0.395,SCENE_VALID,1,1,0,0
31065,0.241,2.199,0.276,SCENE_VALID,1,1,0,0
31066,0.366,1.914,-0.046,SCENE_VALID,1,1,1,0
31067,-0.075,1.891,-0.203,SCENE_VALID,1,1,0,0
31068,-0.400,2.200,0.370,SCENE_VALID,1,1,0,0
31069,-0.108,1.903,-0.387,SCENE_VALID,1,1,1,0
31070,0.350,1.900,0.247,SCENE_VALID,1,1,1,0
31071,0.267,2.200,-0.008,SCENE_VALID,1,1,0,0
31072,-0.228,1.894,-0.235,SCENE_VALID,1,1,0,0
31073,-0.372,1.910,0.383,SCENE_VALID,1,1,1,0
31074,0.060,2.199,-0.375,SCENE_VALID,1,1,0,0
31075,0.399,1.885,0.216,SCENE_VALID,1,1,0,0
31076,0.123,1.920,0.030,SCENE_VALID,1,1,1,0
31077,-0.342,2.198,-0.265,SCENE_VALID,1,1,0,0
31078,-0.279,1.875,0.392,SCENE_VALID,1,1,0,0
31079,0.216,1.930,-0.361,SCENE_VALID,1,1,0,0
31080,0.377,2.197,0.186,SCENE_VALID,1,1,0,0
31081,-0.044,1.867,0.065,SCENE_VALID,1,1,1,0
31082,-0.397,1.941,-0.290,SCENE_VALID,1,1,1,0
31083,-0.137,2.194,0.398,SCENE_VALID,1,1,0,0
31084,0.335,1.859,-0.344,SCENE_VALID,1,1,1,0
31085,0.289,1.951,0.151,SCENE_VALID,1,1,1,0
31086,-0.203,2.191,0.103,SCENE_VALID,1,1,0,0
31087,-0.382,1.851,-0.315,SCENE_VALID,1,1,0,0
31088,0.029,1.961,0.400,SCENE_VALID,1,1,0,0
31089,0.395,2.188,-0.323,SCENE_VALID,1,1,0,0
31090,0.152,1.844,0.115,SCENE_VALID,0,0,0,0
31091,-0.327,1.973,0.139,SCENE_VALID,0,0,0,0
31092,-0.300,2.184,-0.337,SCENE_VALID,1,1,0,0
31093,0.189,1.837,0.399,SCENE_VALID,1,1,0,0
31094,0.386,1.984,-0.299,SCENE_VALID,1,1,0,0
31095,-0.014,2.179,0.078,SCENE_VALID,1,1,0,0
31096,-0.392,1.831,0.174,SCENE_VALID,1,1,1,0
31097,-0.166,1.996,-0.356,SCENE_VALID,1,1,0,0
31098,0.318,2.174,0.394,SCENE_VALID,1,1,0,0
31099,0.309,1.825,-0.272,SCENE_VALID,1,1,0,0
31100,-0.176,2.007,0.040,SCENE_VALID,1,1,1,0
31101,-0.390,2.167,0.208,SCENE_VALID,0,0,0,0
31102,-0.001,1.820,-0.372,SCENE_VALID,1,1,0,0
31103,0.389,2.017,0.385,SCENE_VALID,1,1,0,0
31104,0.179,2.161,-0.243,SCENE_VALID,1,1,0,0
31105,-0.308,1.816,0.002,SCENE_VALID,1,1,1,0
31106,-0.319,2.029,0.240,SCENE_VALID,1,1,0,0
31107,0.162,2.155,-0.384,SCENE_VALID,1,1,0,0
31108,0.393,1.811,0.373,SCENE_VALID,1,1,0,0
31109,0.016,2.039,-0.211,SCENE_VALID,1,1,0,0
31110,-0.385,2.147,-0.036,SCENE_VALID,1,1,0,0
31111,-0.191,1.808,0.269,SCENE_VALID,1,1,1,0
31112,0.298,2.051,-0.393,SCENE_VALID,1,1,1,0
31113,0.328,2.140,0.358,SCENE_VALID,1,1,0,0
31114,-0.148,1.805,-0.178,SCENE_VALID,1,1,0,0
31115,-0.395,2.061,-0.074,SCENE_VALID,1,1,1,0
31116,-0.032,2.132,0.296,SCENE_VALID,1,1,1,0
31117,0.381,1.803,-0.398,SCENE_VALID,1,1,1,0
31118,0.205,2.071,0.339,SCENE_VALID,1,1,1,0
31119,-0.288,2.123,-0.143,SCENE_VALID,0,0,0,0
31120,-0.336,1.801,-0.112,SCENE_VALID,1,1,0,0
31121,0.135,2.083,0.321,SCENE_VALID,1,1,1,0
31122,0.397,2.114,-0.400,SCENE_VALID,1,1,0,0
31123,0.047,1.800,0.317,SCENE_VALID,1,1,0,0
31124,-0.376,2.092,-0.106,SCENE_VALID,1,1,0,0
31125,-0.218,2.104,-0.148,SCENE_VALID,0,0,0,0
31126,0.277,1.800,0.342,SCENE_VALID,1,1,1,0
31127,0.344,2.103,-0.398,SCENE_VALID,1,1,0,0
31128,-0.121,2.095,0.293,SCENE_VALID,1,1,1,0
31129,-0.399,1.800,-0.069,SCENE_VALID,1,1,1,0
31130,-0.062,2.111,-0.183,SCENE_VALID,0,0,0,0
31131,0.371,2.085,0.360,SCENE_VALID,1,1,1,0
31132,0.230,1.801,-0.392,SCENE_VALID,1,1,1,0
31133,-0.266,2.120,0.265,SCENE_VALID,1,1,0,0
31134,-0.352,2.074,-0.031,SCENE_VALID,1,1,1,0
31135,0.106,1.802,-0.216,SCENE_VALID,1,1,0,0
31136,0.400,2.130,0.375,SCENE_VALID,1,1,0,0
31137,0.077,2.064,-0.383,SCENE_VALID,1,1,0,0
31138,-0.365,1.805,0.235,SCENE_VALID,1,1,1,0
31139,-0.242,2.137,0.007,SCENE_VALID,1,1,0,0
31140,0.254,2.053,-0.247,SCENE_VALID,1,1,0,0
31141,0.359,1.807,0.387,SCENE_VALID,1,1,1,0
31142,-0.091,2.146,-0.370,SCENE_VALID,1,1,1,0
31143,-0.400,2.043,0.203,SCENE_VALID,1,1,0,0
31144,-0.092,1.810,0.045,SCENE_VALID,1,1,1,0
31145,0.359,2.153,-0.276,SCENE_VALID,1,1,0,0
31146,0.254,2.032,0.395,SCENE_VALID,1,1,0,0
31147,-0.242,1.815,-0.354,SCENE_VALID,1,1,1,0
31148,-0.365,2.160,0.170,SCENE_VALID,0,0,0,0
31149,0.077,2.020,0.083,SCENE_VALID,0,0,0,0
31150,0.400,1.819,-0.302,SCENE_VALID,1,1,1,0
31151,0.106,2.167,0.399,SCENE_VALID,1,1,1,0
31152,-0.352,2.010,-0.334,SCENE_VALID,1,1,1,0
31153,-0.266,1.824,0.134,SCENE_VALID,1,1,0,0
31154,0.230,2.172,0.120,SCENE_VALID,0,0,0,0
31155,0.371,1.998,-0.326,SCENE_VALID,1,1,0,0
31156,-0.062,1.830,0.400,SCENE_VALID,1,1,0,0
31157,-0.399,2.178,-0.312,SCENE_VALID,1,1,0,0
31158,-0.121,1.987,0.098,SCENE_VALID,1,1,0,0
31159,0.344,1.835,0.156,SCENE_VALID,1,1,1,0
31160,0.277,2.183,-0.347,SCENE_VALID,1,1,0,0
31161,-0.217,1.976,0.397,SCENE_VALID,1,1,0,0
31162,-0.376,1.843,-0.286,SCENE_VALID,1,1,1,0
31163,0.047,2.187,0.060,SCENE_VALID,1,1,0,0
31164,0.397,1.965,0.191,SCENE_VALID,1,1,0,0
31165,0.134,1.849,-0.364,SCENE_VALID,1,1,1,0
31166,-0.336,2.191,0.390,SCENE_VALID,1,1,0,0
31167,-0.288,1.954,-0.258,SCENE_VALID,1,1,0,0
31168,0.204,1.857,0.022,SCENE_VALID,1,1,0,0
31169,0.381,2.194,0.223,SCENE_VALID,1,1,0,0
31170,-0.031,1.942,-0.378,SCENE_VALID,1,1,1,0
31171,-0.395,1.865,0.380,SCENE_VALID,1,1,1,0
31172,-0.148,2.196,-0.228,SCENE_VALID,0,0,0,0
31173,0.328,1.932,-0.016,SCENE_VALID,1,1,0,0
31174,0.298,1.873,0.254,SCENE_VALID,1,1,0,0
31175,-0.191,2.198,-0.389,SCENE_VALID,1,1,1,0
31176,-0.385,1.923,0.366,SCENE_VALID,1,1,1,0
31177,0.016,1.883,-0.196,SCENE_VALID,1,1,0,0
31178,0.393,2.199,-0.055,SCENE_VALID,1,1,1,0
31179,0.162,1.912,0.283,SCENE_VALID,1,1,1,0
31180,-0.319,1.891,-0.396,SCENE_VALID,1,1,0,0
31181,-0.308,2.200,0.349,SCENE_VALID,1,1,1,0
31182,0.179,1.902,-0.161,SCENE_VALID,0,0,0,0
31183,0.389,1.902,-0.092,SCENE_VALID,1,1,0,0
31184,-0.001,2.200,0.308,SCENE_VALID,1,1,0,0
31185,-0.390,1.892,-0.400,SCENE_VALID,1,1,0,0
31186,-0.176,1.911,0.329,SCENE_VALID,1,1,1,0
31187,0.309,2.199,-0.126,SCENE_VALID,1,1,1,0
31188,0.318,1.883,-0.129,SCENE_VALID,1,1,1,0
31189,-0.165,1.921,0.331,SCENE_VALID,1,1,0,0
31190,-0.392,2.198,-0.399,SCENE_VALID,1,1,0,0
31191,-0.014,1.875,0.306,SCENE_VALID,1,1,0,0
31192,0.386,1.932,-0.089,SCENE_VALID,1,1,0,0
31193,0.190,2.196,-0.165,SCENE_VALID,0,0,0,0
31194,-0.299,1.866,0.351,SCENE_VALID,1,1,0,0
31195,-0.327,1.942,-0.396,SCENE_VALID,1,1,0,0
31196,0.151,2.194,0.280,SCENE_VALID,1,1,0,0
31197,0.395,1.858,-0.051,SCENE_VALID,1,1,1,0
31198,0.029,1.954,-0.199,SCENE_VALID,1,1,0,0
31199,-0.382,2.191,0.368,SCENE_VALID,1,1,0,0
31200,-0.203,1.851,-0.388,SCENE_VALID,1,1,0,0
31201,0.289,1.964,0.251,SCENE_VALID,1,1,0,0
31202,0.335,2.187,-0.013,SCENE_VALID,1,1,0,0
31203,-0.137,1.843,-0.231,SCENE_VALID,1,1,0,0
31204,-0.397,1.974,0.381,SCENE_VALID,1,1,1,0
31205,-0.045,2.183,-0.378,SCENE_VALID,1,1,1,0
31206,0.377,1.837,0.223,SCENE_VALID,1,1,0,0
31207,0.216,1.986,0.022,SCENE_VALID,1,1,0,0
31208,-0.278,2.178,-0.259,SCENE_VALID,1,1,0,0
31209,-0.342,1.830,0.390,SCENE_VALID,1,1,1,0
31210,0.123,1.997,-0.364,SCENE_VALID,1,1,0,0
31211,0.399,2.172,0.190,SCENE_VALID,1,1,0,0
31212,0.060,1.825,0.060,SCENE_VALID,1,1,1,0
31213,-0.372,2.007,-0.287,SCENE_VALID,1,1,0,0
31214,-0.228,2.167,0.397,SCENE_VALID,1,1,1,0
31215,0.267,1.820,-0.346,SCENE_VALID,1,1,0,0
31216,0.350,2.020,0.156,SCENE_VALID,1,1,1,0
31217,-0.108,2.161,0.098,SCENE_VALID,1,1,0,0
31218,-0.400,1.815,-0.312,SCENE_VALID,1,1,0,0
31219,-0.073,2.030,0.400,SCENE_VALID,1,1,0,0
31220,0.366,2.153,-0.326,SCENE_VALID,1,1,0,0
31221,0.241,1.811,0.120,SCENE_VALID,1,1,1,0
31222,-0.256,2.042,0.135,SCENE_VALID,1,1,0,0
31223,-0.357,2.146,-0.335,SCENE_VALID,1,1,1,0
31224,0.093,1.808,0.399,SCENE_VALID,1,1,1,0
31225,0.400,2.052,-0.302,SCENE_VALID,1,1,0,0
31226,0.088,2.138,0.083,SCENE_VALID,0,0,0,0
31227,-0.360,1.805,0.170,SCENE_VALID,1,1,1,0
31228,-0.253,2.062,-0.354,SCENE_VALID,1,1,0,0
31229,0.244,2.130,0.395,SCENE_VALID,1,1,0,0
31230,0.364,1.803,-0.276,SCENE_VALID,1,1,0,0
31231,-0.079,2.074,0.045,SCENE_VALID,1,1,1,0
31232,-0.400,2.122,0.204,SCENE_VALID,1,1,0,0
31233,-0.103,1.801,-0.370,SCENE_VALID,1,1,1,0
31234,0.353,2.083,0.387,SCENE_VALID,1,1,1,0
31235,0.264,2.112,-0.247,SCENE_VALID,0,0,0,0
31236,-0.233,1.800,0.007,SCENE_VALID,1,1,1,0
31237,-0.370,2.094,0.236,SCENE_VALID,0,0,0,0
31238,0.064,2.103,-0.383,SCENE_VALID,1,1,0,0
31239,0.399,1.800,0.375,SCENE_VALID,1,1,0,0
31240,0.118,2.103,-0.215,SCENE_VALID,1,1,0,0
31241,-0.345,2.094,-0.032,SCENE_VALID,1,1,0,0
31242,-0.276,1.800,0.266,SCENE_VALID,1,1,1,0
31243,0.220,2.112,-0.392,SCENE_VALID,1,1,1,0
31244,0.375,2.083,0.360,SCENE_VALID,1,1,0,0
31245,-0.049,1.801,-0.182,SCENE_VALID,0,0,0,0
31246,-0.398,2.122,-0.069,SCENE_VALID,1,1,0,0
31247,-0.132,2.073,0.293,SCENE_VALID,1,1,1,0
31248,0.337,1.803,-0.398,SCENE_VALID,1,1,1,0
31249,0.286,2.130,0.342,SCENE_VALID,1,1,0,0
31250,-0.208,2.062,-0.147,SCENE_VALID,0,0,0,0
31251,-0.380,1.805,-0.107,SCENE_VALID,1,1,0,0
31252,0.033,2.139,0.318,SCENE_VALID,1,1,0,0
31253,0.396,2.052,-0.400,SCENE_VALID,1,1,0,0
31254,0.146,1.808,0.320,SCENE_VALID,1,1,0,0
31255,-0.329,2.147,-0.111,SCENE_VALID,1,1,0,0
31256,-0.297,2.042,-0.143,SCENE_VALID,1,1,0,0
31257,0.194,1.811,0.339,SCENE_VALID,1,1,0,0
31258,0.385,2.154,-0.398,SCENE_VALID,1,1,0,0
31259,-0.018,2.030,0.296,SCENE_VALID,1,1,1,0
31260,-0.393,1.815,-0.074,SCENE_VALID,1,1,0,0
31261,-0.160,2.161,-0.178,SCENE_VALID,0,0,0,0
31262,0.320,2.019,0.358,SCENE_VALID,1,1,1,0
31263,0.306,1.820,-0.393,SCENE_VALID,1,1,0,0
31264,-0.181,2.167,0.269,SCENE_VALID,1,1,0,0
31265,-0.389,2.007,-0.036,SCENE_VALID,1,1,0,0
31266,0.003,1.825,-0.212,SCENE_VALID,1,1,0,0
31267,0.390,2.173,0.374,SCENE_VALID,1,1,0,0
31268,0.174,1.997,-0.384,SCENE_VALID,1,1,1,0
31269,-0.311,1.830,0.239,SCENE_VALID,1,1,1,0
31270,-0.315,2.178,0.002,SCENE_VALID,1,1,0,0
31271,0.167,1.986,-0.243,SCENE_VALID,1,1,0,0
31272,0.392,1.837,0.386,SCENE_VALID,1,1,0,0
31273,0.012,2.183,-0.372,SCENE_VALID,1,1,0,0
31274,-0.387,1.974,0.208,SCENE_VALID,1,1,1,0
31275,-0.188,1.843,0.041,SCENE_VALID,1,1,0,0
31276,0.301,2.187,-0.272,SCENE_VALID,1,1,0,0
31277,0.325,1.964,0.394,SCENE_VALID,1,1,0,0
31278,-0.153,1.851,-0.356,SCENE_VALID,1,1,1,0
31279,-0.395,2.191,0.174,SCENE_VALID,0,0,0,0
31280,-0.026,1.952,0.078,SCENE_VALID,1,1,0,0
31281,0.383,1.858,-0.299,SCENE_VALID,1,1,0,0
31282,0.201,2.194,0.399,SCENE_VALID,1,1,0,0
31283,-0.291,1.942,-0.337,SCENE_VALID,1,1,0,0
31284,-0.333,1.866,0.139,SCENE_VALID,1,1,1,0
31285,0.139,2.196,0.116,SCENE_VALID,0,0,0,0
31286,0.397,1.932,-0.323,SCENE_VALID,1,1,0,0
31287,0.041,1.875,0.400,SCENE_VALID,1,1,0,0
31288,-0.378,2.198,-0.315,SCENE_VALID,1,1,1,0
31289,-0.214,1.920,0.102,SCENE_VALID,1,1,0,0
31290,0.281,1.883,0.152,SCENE_VALID,1,1,0,0
31291,0.341,2.199,-0.344,SCENE_VALID,1,1,0,0
31292,-0.125,1.911,0.397,SCENE_VALID,1,1,0,0
31293,-0.399,1.893,-0.290,SCENE_VALID,1,1,1,0
31294,-0.056,2.200,0.065,SCENE_VALID,1,1,0,0
31295,0.373,1.900,0.186,SCENE_VALID,1,1,0,0
31296,0.227,1.902,-0.362,SCENE_VALID,1,1,0,0
31297,-0.270,2.200,0.391,SCENE_VALID,1,1,0,0
31298,-0.349,1.891,-0.262,SCENE_VALID,1,1,1,0
31299,0.110,1.912,0.027,SCENE_VALID,1,1,1,0
31300,0.400,2.199,0.219,SCENE_VALID,1,1,1,0
31301,0.071,1.882,-0.377,SCENE_VALID,1,1,0,0
31302,-0.367,1.923,0.382,SCENE_VALID,1,1,1,0
31303,-0.239,2.198,-0.232,SCENE_VALID,1,1,0,0
31304,0.259,1.873,-0.011,SCENE_VALID,1,1,0,0
31305,0.356,1.933,0.250,SCENE_VALID,1,1,1,0
31306,-0.096,2.196,-0.388,SCENE_VALID,1,1,1,0
31307,-0.400,1.865,0.368,SCENE_VALID,1,1,1,0
31308,-0.086,1.944,-0.200,SCENE_VALID,0,0,0,0
31309,0.361,2.193,-0.050,SCENE_VALID,1,1,0,0
31310,0.251,1.856,0.279,SCENE_VALID,1,1,0,0
31311,-0.247,1.954,-0.395,SCENE_VALID,1,1,0,0
31312,-0.363,2.191,0.352,SCENE_VALID,1,1,0,0
31313,0.081,1.849,-0.166,SCENE_VALID,1,1,0,0
31314,0.400,1.965,-0.087,SCENE_VALID,1,1,0,0
31315,0.101,2.187,0.305,SCENE_VALID,1,1,1,0
31316,-0.354,1.842,-0.399,SCENE_VALID,1,1,1,0
31317,-0.262,1.977,0.332,SCENE_VALID,1,1,1,0
31318,0.235,2.182,-0.130,SCENE_VALID,1,1,0,0
31319,0.369,1.835,-0.124,SCENE_VALID,1,1,0,0
31320,-0.066,1.987,0.328,SCENE_VALID,1,1,1,0
31321,-0.399,2.177,-0.400,SCENE_VALID,1,1,0,0
31322,-0.116,1.829,0.309,SCENE_VALID,1,1,1,0
31323,0.346,1.999,-0.093,SCENE_VALID,1,1,0,0
31324,0.273,2.172,-0.160,SCENE_VALID,1,1,1,0
31325,-0.222,1.824,0.349,SCENE_VALID,1,1,1,0
31326,-0.375,2.010,-0.396,SCENE_VALID,1,1,0,0
31327,0.051,2.166,0.283,SCENE_VALID,1,1,0,0
31328,0.398,1.819,-0.056,SCENE_VALID,1,1,0,0
31329,0.130,2.020,-0.194,SCENE_VALID,1,1,0,0
31330,-0.338,2.159,0.365,SCENE_VALID,1,1,0,0
31331,-0.284,1.815,-0.390,SCENE_VALID,1,1,0,0
31332,0.209,2.032,0.258,SCENE_VALID,1,1,0,0
31333,0.380,2.153,-0.021,SCENE_VALID,1,1,1,0
31334,-0.037,1.810,-0.224,SCENE_VALID,1,1,1,0
31335,-0.396,2.043,0.379,SCENE_VALID,1,1,0,0
31336,-0.144,2.145,-0.380,SCENE_VALID,1,1,0,0
31337,0.330,1.807,0.227,SCENE_VALID,1,1,0,0
31338,0.294,2.053,0.017,SCENE_VALID,1,1,0,0
31339,-0.196,2.137,-0.255,SCENE_VALID,1,1,1,0
31340,-0.384,1.805,0.389,SCENE_VALID,1,1,1,0
31341,0.022,2.065,-0.366,SCENE_VALID,1,1,0,0
31342,0.394,2.129,0.195,SCENE_VALID,1,1,1,0
31343,0.158,1.802,0.056,SCENE_VALID,1,1,0,0
31344,-0.322,2.074,-0.283,SCENE_VALID,1,1,0,0
31345,-0.304,2.120,0.396,SCENE_VALID,1,1,0,0
31346,0.183,1.801,-0.349,SCENE_VALID,1,1,0,0
31347,0.388,2.086,0.160,SCENE_VALID,1,1,0,0
31348,-0.007,2.111,0.093,SCENE_VALID,1,1,0,0
31349,-0.391,1.800,-0.309,SCENE_VALID,1,1,0,0
31350,-0.172,2.095,0.400,SCENE_VALID,1,1,1,0
31351,0.313,2.101,-0.329,SCENE_VALID,1,1,1,0
31352,0.314,1.800,0.124,SCENE_VALID,1,1,0,0
31353,-0.169,2.104,0.130,SCENE_VALID,0,0,0,0
31354,-0.392,2.092,-0.332,SCENE_VALID,1,1,0,0
31355,-0.009,1.800,0.399,SCENE_VALID,1,1,0,0
31356,0.387,2.114,-0.305,SCENE_VALID,1,1,0,0
31357,0.186,2.082,0.088,SCENE_VALID,0,0,0,0
31358,-0.303,1.801,0.166,SCENE_VALID,1,1,0,0
31359,-0.323,2.123,-0.352,SCENE_VALID,1,1,0,0
31360,0.155,2.071,0.395,SCENE_VALID,1,1,1,0
31361,0.394,1.803,-0.279,SCENE_VALID,1,1,0,0
31362,0.024,2.132,0.050,SCENE_VALID,1,1,0,0
31363,-0.383,2.061,0.200,SCENE_VALID,1,1,0,0
31364,-0.199,1.806,-0.368,SCENE_VALID,1,1,0,0
31365,0.293,2.140,0.388,SCENE_VALID,1,1,0,0
31366,0.332,2.051,-0.250,SCENE_VALID,1,1,0,0
31367,-0.141,1.808,0.012,SCENE_VALID,1,1,1,0
31368,-0.396,2.147,0.232,SCENE_VALID,0,0,0,0
31369,-0.039,2.039,-0.382,SCENE_VALID,1,1,0,0
31370,0.379,1.812,0.377,SCENE_VALID,1,1,0,0
31371,0.211,2.155,-0.220,SCENE_VALID,0,0,0,0
31372,-0.283,2.029,-0.027,SCENE_VALID,1,1,0,0
31373,-0.340,1.816,0.262,SCENE_VALID,1,1,0,0
31374,0.127,2.162,-0.391,SCENE_VALID,1,1,0,0
31375,0.398,2.017,0.362,SCENE_VALID,1,1,0,0
31376,0.054,1.820,-0.187,SCENE_VALID,1,1,1,0
31377,-0.373,2.168,-0.065,SCENE_VALID,1,1,0,0
31378,-0.224,2.006,0.290,SCENE_VALID,1,1,0,0
31379,0.272,1.826,-0.397,SCENE_VALID,1,1,0,0
31380,0.348,2.174,0.344,SCENE_VALID,1,1,0,0
31381,-0.112,1.996,-0.152,SCENE_VALID,0,0,0,0
31382,-0.399,1.831,-0.102,SCENE_VALID,1,1,0,0
31383,-0.069,2.179,0.315,SCENE_VALID,1,1,0,0
31384,0.368,1.984,-0.400,SCENE_VALID,1,1,0,0
31385,0.236,1.837,0.323,SCENE_VALID,1,1,0,0
31386,-0.260,2.184,-0.116,SCENE_VALID,1,1,0,0
31387,-0.355,1.973,-0.139,SCENE_VALID,0,0,0,0
31388,0.099,1.845,0.337,SCENE_VALID,1,1,0,0
31389,0.400,2.188,-0.399,SCENE_VALID,1,1,0,0
31390,0.084,1.961,0.299,SCENE_VALID,1,1,0,0
31391,-0.361,1.851,-0.079,SCENE_VALID,1,1,1,0
31392,-0.248,2.192,-0.174,SCENE_VALID,0,0,0,0
31393,0.248,1.951,0.356,SCENE_VALID,1,1,1,0
31394,0.362,1.859,-0.394,SCENE_VALID,1,1,1,0
